sep=,
instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
10,RedBlackBST,262144,91675,79046,39236,26085,26102,3350,75696,1475,37761,1139,24946,86635,22,0.097492457
11,BST,262144,91958,78302,39224,26369,26291,3243,75059,1433,37791,1107,25262,86946,38,0.105428715
11,RedBlackBST,262144,91958,78302,39224,26369,26291,3243,75059,1433,37791,1107,25262,86946,21,0.10635941
12,BST,262144,91633,78805,39417,26170,26119,3395,75410,1463,37954,1038,25132,86730,39,0.107391324
12,RedBlackBST,262144,91633,78805,39417,26170,26119,3395,75410,1463,37954,1038,25132,86730,22,0.097680782
13,BST,262144,91435,78884,39292,26249,26284,3260,75624,1436,37856,1103,25146,86489,39,0.121408628
13,RedBlackBST,262144,91435,78884,39292,26249,26284,3260,75624,1436,37856,1103,25146,86489,22,0.104971032
14,BST,262144,92107,78468,39285,25986,26298,3384,75084,1535,37750,1037,24949,87004,39,0.102412034
14,RedBlackBST,262144,92107,78468,39285,25986,26298,3384,75084,1535,37750,1037,24949,87004,22,0.109593974
15,BST,262144,91954,78192,39454,26209,26335,3360,74832,1577,37877,1096,25113,86927,39,0.109821547
15,RedBlackBST,262144,91954,78192,39454,26209,26335,3360,74832,1577,37877,1096,25113,86927,22,0.104184392
16,BST,262144,91707,78578,39506,26115,26238,3282,75296,1465,38041,1111,25004,86754,42,0.108217169
16,RedBlackBST,262144,91707,78578,39506,26115,26238,3282,75296,1465,38041,1111,25004,86754,23,0.107226409
17,BST,262144,91996,78802,39091,26078,26177,3251,75551,1507,37584,1114,24964,86978,37,0.10508153
17,RedBlackBST,262144,91996,78802,39091,26078,26177,3251,75551,1507,37584,1114,24964,86978,23,0.108712206
18,BST,262144,91702,78832,39248,26343,26019,3344,75488,1494,37754,1135,25208,86706,39,0.128872683
18,RedBlackBST,262144,91702,78832,39248,26343,26019,3344,75488,1494,37754,1135,25208,86706,22,0.105174976
19,BST,262144,91833,78686,39380,26122,26123,3302,75384,1523,37857,1062,25060,86836,40,0.096592267
19,RedBlackBST,262144,91833,78686,39380,26122,26123,3302,75384,1523,37857,1062,25060,86836,21,0.101867842
20,BST,262144,91645,78595,39351,26389,26164,3341,75254,1426,37925,1176,25213,86640,40,0.153541209
20,RedBlackBST,262144,91645,78595,39351,26389,26164,3341,75254,1426,37925,1176,25213,86640,21,0.105212627
21,BST,262144,91682,78578,39224,26227,26433,3339,75239,1478,37746,1080,25147,86628,38,0.104429061
21,RedBlackBST,262144,91682,78578,39224,26227,26433,3339,75239,1478,37746,1080,25147,86628,21,0.109518377
22,BST,262144,91791,78408,39426,26470,26049,3342,75066,1466,37960,1137,25333,86863,38,0.114413937
22,RedBlackBST,262144,91791,78408,39426,26470,26049,3342,75066,1466,37960,1137,25333,86863,22,0.100054406
23,BST,262144,91448,79112,39257,26109,26218,3348,75764,1478,37779,1074,25035,86458,40,0.112131601
23,RedBlackBST,262144,91448,79112,39257,26109,26218,3348,75764,1478,37779,1074,25035,86458,22,0.111806932
24,BST,262144,91763,78422,39433,26198,26328,3310,75112,1518,37915,1109,25089,86876,40,0.106805723
24,RedBlackBST,262144,91763,78422,39433,26198,26328,3310,75112,1518,37915,1109,25089,86876,22,0.101386805
25,BST,262144,91979,78775,38980,26274,26136,3337,75438,1464,37516,1145,25129,86970,37,0.104829028
25,RedBlackBST,262144,91979,78775,38980,26274,26136,3337,75438,1464,37516,1145,25129,86970,23,0.111344159
26,BST,262144,91672,78286,39536,26298,26352,3237,75049,1475,38061,1123,25175,86662,40,0.107409918
26,RedBlackBST,262144,91672,78286,39536,26298,26352,3237,75049,1475,38061,1123,25175,86662,22,0.111657601
27,BST,262144,91914,79131,39065,25898,26136,3471,75660,1492,37573,1124,24774,86910,39,0.121859257
27,RedBlackBST,262144,91914,79131,39065,25898,26136,3471,75660,1492,37573,1124,24774,86910,22,0.100971896
28,BST,262144,91749,78860,39199,26167,26169,3260,75600,1481,37718,1062,25105,86717,36,0.104180637
28,RedBlackBST,262144,91749,78860,39199,26167,26169,3260,75600,1481,37718,1062,25105,86717,23,0.101153453
29,BST,262144,92221,78134,39432,26356,26001,3369,74765,1542,37890,1077,25279,87244,41,0.1039563
29,RedBlackBST,262144,92221,78134,39432,26356,26001,3369,74765,1542,37890,1077,25279,87244,22,0.106216285
30,BST,262144,91789,78602,39587,26093,26073,3341,75261,1487,38100,1123,24970,86865,41,0.100012396
30,RedBlackBST,262144,91789,78602,39587,26093,26073,3341,75261,1487,38100,1123,24970,86865,22,0.10206895
